    1   1  0.1000E-06  0.1000E+08  0.1000E-06  0.3000E-06
    1   2  0.1000E-06  0.1000E+08  0.1230E-06  0.2770E-06
    1   3  0.1000E-06  0.1000E+08  0.1514E-06  0.2486E-06
    1   4  0.1000E-06  0.1000E+08  0.1862E-06  0.2138E-06
    1   5  0.1000E-06  0.1000E+08  0.2291E-06  0.1709E-06
    1   6  0.1000E-06  0.1000E+08  0.2818E-06  0.1182E-06
    1   7  0.1000E-06  0.1000E+08  0.3467E-06  0.5326E-07
    1   8  0.1000E-06  0.1000E+08  0.4266E-06 -0.2658E-07
    1   9  0.1000E-06  0.1000E+08  0.5248E-06 -0.1248E-06
    1  10  0.1000E-06  0.1000E+08  0.6457E-06 -0.2457E-06
    1  11  0.1000E-06  0.1000E+08  0.7943E-06 -0.3943E-06
    1  12  0.1000E-06  0.1000E+08  0.9772E-06 -0.5772E-06
    1  13  0.1000E-06  0.1000E+08  0.1202E-05 -0.8023E-06
    1  14  0.1000E-06  0.1000E+08  0.1479E-05 -0.1079E-05
    1  15  0.1000E-06  0.1000E+08  0.1820E-05 -0.1420E-05
    1  16  0.1000E-06  0.1000E+08  0.2239E-05 -0.1839E-05
    1  17  0.1000E-06  0.1000E+08  0.2754E-05 -0.2354E-05
    1  18  0.1000E-06  0.1000E+08  0.3388E-05 -0.2988E-05
    1  19  0.1000E-06  0.1000E+08  0.4169E-05 -0.3769E-05
    1  20  0.1000E-06  0.1000E+08  0.5129E-05 -0.4729E-05
    1  21  0.1000E-06  0.1000E+08  0.6310E-05 -0.5910E-05
    1  22  0.1000E-06  0.1000E+08  0.7762E-05 -0.7362E-05
    1  23  0.1000E-06  0.1000E+08  0.9550E-05 -0.9150E-05
    1  24  0.1000E-06  0.1000E+08  0.1175E-04 -0.1135E-04
    1  25  0.1000E-06  0.1000E+08  0.1445E-04 -0.1405E-04
    1  26  0.1000E-06  0.1000E+08  0.1778E-04 -0.1738E-04
    1  27  0.1000E-06  0.1000E+08  0.2188E-04 -0.2148E-04
    1  28  0.1000E-06  0.1000E+08  0.2692E-04 -0.2652E-04
    1  29  0.1000E-06  0.1000E+08  0.3311E-04 -0.3271E-04
    1  30  0.1000E-06  0.1000E+08  0.4074E-04 -0.4034E-04
    1  31  0.1000E-06  0.1000E+08  0.5012E-04 -0.4972E-04
    1  32  0.1000E-06  0.1000E+08  0.6166E-04 -0.6126E-04
    1  33  0.1000E-06  0.1000E+08  0.7586E-04 -0.7546E-04
    1  34  0.1000E-06  0.1000E+08  0.9333E-04 -0.9293E-04
    1  35  0.1000E-06  0.1000E+08  0.1148E-03 -0.1144E-03
    1  36  0.1000E-06  0.1000E+08  0.1413E-03 -0.1409E-03
    1  37  0.1000E-06  0.1000E+08  0.1738E-03 -0.1734E-03
    1  38  0.1000E-06  0.1000E+08  0.2138E-03 -0.2134E-03
    1  39  0.1000E-06  0.1000E+08  0.2630E-03 -0.2626E-03
    1  40  0.1000E-06  0.1000E+08  0.3236E-03 -0.3236E-03
    1  41  0.1000E-06  0.1000E+08  0.3981E-03 -0.3969E-03
    1  42  0.1000E-06  0.1000E+08  0.4898E-03 -0.4884E-03
    1  43  0.1000E-06  0.1000E+08  0.6026E-03 -0.6006E-03
    1  44  0.1000E-06  0.1000E+08  0.7413E-03 -0.7385E-03
    1  45  0.1000E-06  0.1000E+08  0.9120E-03 -0.9081E-03
    1  46  0.1000E-06  0.1000E+08  0.1122E-02 -0.1116E-02
    1  47  0.1000E-06  0.1000E+08  0.1380E-02 -0.1372E-02
    1  48  0.1000E-06  0.1000E+08  0.1698E-02 -0.1686E-02
    1  49  0.1000E-06  0.1000E+08  0.2089E-02 -0.2071E-02
    1  50  0.1000E-06  0.1000E+08  0.2570E-02 -0.2543E-02
    1  51  0.1000E-06  0.1000E+08  0.3162E-02 -0.3120E-02
    1  52  0.1000E-06  0.1000E+08  0.3890E-02 -0.3827E-02
    1  53  0.1000E-06  0.1000E+08  0.4786E-02 -0.4691E-02
    1  54  0.1000E-06  0.1000E+08  0.5888E-02 -0.5745E-02
    1  55  0.1000E-06  0.1000E+08  0.7244E-02 -0.7029E-02
    1  56  0.1000E-06  0.1000E+08  0.8913E-02 -0.8589E-02
    1  57  0.1000E-06  0.1000E+08  0.1096E-01 -0.1048E-01
    1  58  0.1000E-06  0.1000E+08  0.1349E-01 -0.1276E-01
    1  59  0.1000E-06  0.1000E+08  0.1660E-01 -0.1550E-01
    1  60  0.1000E-06  0.1000E+08  0.2042E-01 -0.1878E-01
    1  61  0.1000E-06  0.1000E+08  0.2512E-01 -0.2268E-01
    1  62  0.1000E-06  0.1000E+08  0.3090E-01 -0.2729E-01
    1  63  0.1000E-06  0.1000E+08  0.3802E-01 -0.3267E-01
    1  64  0.1000E-06  0.1000E+08  0.4677E-01 -0.3889E-01
    1  65  0.1000E-06  0.1000E+08  0.5754E-01 -0.4600E-01
    1  66  0.1000E-06  0.1000E+08  0.7079E-01 -0.5400E-01
    1  67  0.1000E-06  0.1000E+08  0.8710E-01 -0.6283E-01
    1  68  0.1000E-06  0.1000E+08  0.1072E+00 -0.7239E-01
    1  69  0.1000E-06  0.1000E+08  0.1318E+00 -0.8248E-01
    1  70  0.1000E-06  0.1000E+08  0.1622E+00 -0.9285E-01
    1  71  0.1000E-06  0.1000E+08  0.1995E+00 -0.1032E+00
    1  72  0.1000E-06  0.1000E+08  0.2455E+00 -0.1131E+00
    1  73  0.1000E-06  0.1000E+08  0.3020E+00 -0.1223E+00
    1  74  0.1000E-06  0.1000E+08  0.3715E+00 -0.1304E+00
    1  75  0.1000E-06  0.1000E+08  0.4571E+00 -0.1371E+00
    1  76  0.1000E-06  0.1000E+08  0.5623E+00 -0.1424E+00
    1  77  0.1000E-06  0.1000E+08  0.6918E+00 -0.1460E+00
    1  78  0.1000E-06  0.1000E+08  0.8511E+00 -0.1480E+00
    1  79  0.1000E-06  0.1000E+08  0.1047E+01 -0.1483E+00
    1  80  0.1000E-06  0.1000E+08  0.1288E+01 -0.1470E+00
    1  81  0.1000E-06  0.1000E+08  0.1585E+01 -0.1441E+00
    1  82  0.1000E-06  0.1000E+08  0.1950E+01 -0.1398E+00
    1  83  0.1000E-06  0.1000E+08  0.2399E+01 -0.1342E+00
    1  84  0.1000E-06  0.1000E+08  0.2951E+01 -0.1274E+00
    1  85  0.1000E-06  0.1000E+08  0.3631E+01 -0.1197E+00
    1  86  0.1000E-06  0.1000E+08  0.4467E+01 -0.1114E+00
    1  87  0.1000E-06  0.1000E+08  0.5495E+01 -0.1027E+00
    1  88  0.1000E-06  0.1000E+08  0.6761E+01 -0.9382E-01
    1  89  0.1000E-06  0.1000E+08  0.8318E+01 -0.8499E-01
    1  90  0.1000E-06  0.1000E+08  0.1023E+02 -0.7639E-01
    1  91  0.1000E-06  0.1000E+08  0.1259E+02 -0.6818E-01
    1  92  0.1000E-06  0.1000E+08  0.1549E+02 -0.6045E-01
    1  93  0.1000E-06  0.1000E+08  0.1905E+02 -0.5327E-01
    1  94  0.1000E-06  0.1000E+08  0.2344E+02 -0.4670E-01
    1  95  0.1000E-06  0.1000E+08  0.2884E+02 -0.4073E-01
    1  96  0.1000E-06  0.1000E+08  0.3548E+02 -0.3537E-01
    1  97  0.1000E-06  0.1000E+08  0.4365E+02 -0.3059E-01
    1  98  0.1000E-06  0.1000E+08  0.5370E+02 -0.2636E-01
    1  99  0.1000E-06  0.1000E+08  0.6607E+02 -0.2265E-01
    1 100  0.1000E-06  0.1000E+08  0.8128E+02 -0.1939E-01
    1 101  0.1000E-06  0.1000E+08  0.1000E+03 -0.1656E-01
    2   1  0.1230E-06  0.8128E+07  0.1000E-06  0.3921E-06
    2   2  0.1230E-06  0.8128E+07  0.1230E-06  0.3691E-06
    2   3  0.1230E-06  0.8128E+07  0.1514E-06  0.3408E-06
    2   4  0.1230E-06  0.8128E+07  0.1862E-06  0.3059E-06
    2   5  0.1230E-06  0.8128E+07  0.2291E-06  0.2630E-06
    2   6  0.1230E-06  0.8128E+07  0.2818E-06  0.2103E-06
    2   7  0.1230E-06  0.8128E+07  0.3467E-06  0.1454E-06
    2   8  0.1230E-06  0.8128E+07  0.4266E-06  0.6553E-07
    2   9  0.1230E-06  0.8128E+07  0.5248E-06 -0.3270E-07
    2  10  0.1230E-06  0.8128E+07  0.6457E-06 -0.1535E-06
    2  11  0.1230E-06  0.8128E+07  0.7943E-06 -0.3022E-06
101 101
    2  12  0.1230E-06  0.8128E+07  0.9772E-06 -0.4851E-06
    2  13  0.1230E-06  0.8128E+07  0.1202E-05 -0.7102E-06
    2  14  0.1230E-06  0.8128E+07  0.1479E-05 -0.9870E-06
    2  15  0.1230E-06  0.8128E+07  0.1820E-05 -0.1328E-05
    2  16  0.1230E-06  0.8128E+07  0.2239E-05 -0.1747E-05
    2  17  0.1230E-06  0.8128E+07  0.2754E-05 -0.2262E-05
    2  18  0.1230E-06  0.8128E+07  0.3388E-05 -0.2896E-05
    2  19  0.1230E-06  0.8128E+07  0.4169E-05 -0.3677E-05
    2  20  0.1230E-06  0.8128E+07  0.5129E-05 -0.4637E-05
    2  21  0.1230E-06  0.8128E+07  0.6310E-05 -0.5817E-05
    2  22  0.1230E-06  0.8128E+07  0.7762E-05 -0.7270E-05
    2  23  0.1230E-06  0.8128E+07  0.9550E-05 -0.9058E-05
    2  24  0.1230E-06  0.8128E+07  0.1175E-04 -0.1126E-04
    2  25  0.1230E-06  0.8128E+07  0.1445E-04 -0.1396E-04
