 0.1   0.0   0.0
 0.15  0.0   0.0
 0.20  0.0   0.0
 0.30  0.08  0.0
 0.40  0.16  0.0
 0.50  0.24  0.0
 0.60  0.32   0.0
 0.70  0.40   0.15
 0.80  0.48   0.32
 0.90  0.56  0.48
 0.92  0.64  0.61
 0.94  0.72  0.80
 0.96  0.80  0.96
 0.98  0.86  1.0
 1.0   0.92  1.0
 1.0   0.98  1.0
 1.0   1.0   1.0
