 .9 .8 .7
 0. 0. 0.
 1. 0. 0 
.5 .0 .5
.0 .5 .5
 1. 1. 1.  
 1. 1. 0.  
.6 .2 .8
.8 .2  1. 
 1. 1. 1. 
