 0.05  0.01   0.01
 0.5   0.01   0.01
 0.55  0.02   0.02
 0.6   0.03   0.02
 0.65  0.03   0.04
 0.7   0.07   0.04
 0.75  0.14   0.04
 0.8   0.21   0.06
 0.85  0.28   0.06
 0.9   0.35   0.06
 0.95  0.42   0.1
 0.96  0.49   0.14
 0.97  0.56   0.18
 0.98  0.63   0.22
 0.99  0.7    0.26
 1.    0.75    0.28
 1.    0.8    0.3
