  .0000000E+00  0.0000000E+00  0.0000000E+00
  1.000000      1.000000      1.000000    
  0.2000000      0.1330000      0.4000000    
  0.2000000      0.1330000      0.5330000    
  0.0000000E+00  0.0000000E+00  0.7330000    
  0.0000000E+00  0.3330000       1.000000    
  0.0000000E+00  0.6000000      0.7330000    
  0.0000000E+00  0.8000000      0.5330000    
  0.1330000      0.9330000      0.2670000    
  0.4000000       1.000000      0.0000000E+00
  0.6670000      0.9330000      0.0000000E+00
   1.000000       1.000000      0.0000000E+00
   1.000000      0.8000000      0.0000000E+00
   1.000000      0.4000000      0.0000000E+00
  0.9330000      0.1330000      0.0000000E+00
   1.000000      1.0000000E+00  1.0000000E+00
