 0.1   0.0   0.0
 0.15  0.0   0.0
 0.20  0.0   0.0
 0.30  0.0   0.0
 0.40  0.0   0.0
 0.50  0.0   0.0
 0.60  0.0   0.0
 0.70  0.0   0.15
 0.80  0.0   0.32
 0.90  0.13  0.48
 0.92  0.26  0.61
 0.94  0.38  0.80
 0.96  0.51  0.96
 0.96  0.64  1.0
 0.98  0.77  1.0
 0.98  0.9   1.0
 1.0   1.0   1.0
