 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.07   0.03   0.01
 0.09   0.03   0.01
 0.1    0.05   0.01
 0.62   0.2    0.05
 0.7    0.0    0.0
 0.95  0.5    0.08
 1.    0.8    0.2
 1.    1.0    1.
 1.    1.0    1.
