 0.10  0.10   0.0
 0.3   0.0   0.0
 0.35  0.15   0.0
 0.40  0.20   0.0
 0.45  0.25   0.0
 0.50  0.30   0.1
 0.55  0.35   0.15
 0.60  0.40   0.150
 0.65  0.45   0.180
 0.70  0.50   0.20
 0.75  0.55   0.220
 0.8   0.60   0.25
 0.85  0.65   0.25
 0.9   0.70   0.45
 0.95  0.80   0.60
 .98   0.90   0.70
 1.0   1.0   1.0
