0.000 0.000 0.000
0.100 0.000 0.100
0.120 0.000 0.200
0.140 0.000 0.300
0.160 0.000 0.400
0.180 0.000 0.500
0.200 0.000 0.600
0.260 0.000 0.600
0.320 0.000 0.600
0.380 0.000 0.600
0.440 0.000 0.600
0.500 0.000 0.600
0.560 0.000 0.600
0.600 0.000 0.600
0.640 0.000 0.600
0.680 0.000 0.600
0.720 0.000 0.600
0.740 0.000 0.600
0.760 0.000 0.600
0.780 0.000 0.600
0.840 0.000 0.600
0.900 0.000 0.600
0.920 0.000 0.600
0.980 0.000 0.600
0.980 0.200 0.650
0.980 0.400 0.700
0.980 0.500 0.750
0.980 0.600 0.800
0.980 0.700 0.850
0.980 0.800 0.900
0.980 0.900 0.950
1.000 1.000 1.000
