<KEYWORD>
<KEYWORD>
<COLUMN>	PIN_AE_LINIARITY_TABLE
PIN_UNITID	char	1		
AE_PIN_A1	float	1		
AE_PIN_A0	float	1		
AE_PIN_B1	float	1		
AE_PIN_B0	float	1		
AE_PIN_C1	float	1		
AE_PIN_C0	float	1		
<VALUE>
0	2.252127e-06	5.264365e+01	1.039514e-01	5.549215e-01	7.832854e-05	1.612439e+02
1	4.442883e-06	4.543633e+01	1.042843e-01	4.345434e-01	1.056245e-04	1.629027e+02
2	4.186447e-06	4.823448e+01	1.038763e-01	3.194236e-01	4.468804e-05	1.578976e+02
3	3.256176e-06	5.204004e+01	1.029515e-01	4.038864e-01	7.922241e-05	1.607114e+02
4	4.559533e-06	4.984395e+01	1.014223e-01	1.482324e-02	1.146866e-04	1.647768e+02
5	6.287031e-06	4.585300e+01	1.063098e-01	5.356041e-02	1.202304e-04	1.639581e+02
6	1.833121e-06	5.429428e+01	1.036706e-01	5.558600e-01	1.284822e-04	1.649116e+02
7	2.386227e-06	5.759366e+01	1.030778e-01	2.038369e-01	1.112105e-04	1.636893e+02
8	1.689934e-06	5.528556e+01	1.016232e-01	6.070102e-01	8.436791e-05	1.624106e+02
9	3.049346e-06	5.220955e+01	1.047983e-01	1.569030e-01	8.253552e-05	1.615529e+02
10	3.247444e-06	5.217158e+01	1.056290e-01	2.088093e-01	1.041627e-04	1.629887e+02
11	2.426345e-06	5.480497e+01	1.046141e-01	3.962734e-01	1.166329e-04	1.629866e+02
12	3.881613e-06	4.869495e+01	1.027663e-01	3.806645e-01	9.868964e-05	1.637701e+02
13	3.506928e-06	5.020984e+01	1.020673e-01	3.103250e-01	7.697998e-05	1.620427e+02
14	3.138653e-06	5.228875e+01	1.014743e-01	3.589184e-01	1.025148e-04	1.638498e+02
15	4.082086e-06	4.975504e+01	1.050055e-01	4.429230e-01	1.901695e-04	1.659952e+02
16	4.003653e-06	4.825496e+01	1.045230e-01	2.225051e-01	1.398895e-04	1.637094e+02
17	4.629401e-06	4.631292e+01	1.049186e-01	3.304690e-01	9.462481e-05	1.606625e+02
18	4.681219e-06	4.717396e+01	1.031373e-01	2.489229e-01	9.924781e-05	1.615526e+02
19	3.430672e-06	4.858711e+01	1.037387e-01	3.623916e-01	5.721915e-05	1.578714e+02
20	2.422263e-06	4.988687e+01	1.051477e-01	6.391135e-01	1.613683e-04	1.654584e+02
21	2.585755e-06	5.267204e+01	1.039818e-01	3.738728e-01	1.072097e-04	1.630323e+02
22	2.439372e-06	5.327352e+01	1.036186e-01	2.449803e-01	5.324131e-05	1.609987e+02
23	3.541705e-06	4.973793e+01	1.036763e-01	2.880191e-01	1.306598e-04	1.644386e+02
24	5.195793e-06	4.510392e+01	1.051676e-01	2.336875e-01	9.542222e-05	1.622205e+02
25	3.788986e-06	4.784736e+01	1.008146e-01	2.714861e-01	1.474304e-04	1.641830e+02
26	4.102381e-06	4.849001e+01	1.018579e-01	2.541798e-01	1.084436e-04	1.623069e+02
27	3.071072e-06	5.027090e+01	1.036117e-01	4.288581e-01	7.536970e-05	1.596920e+02
28	1.949590e-06	5.053959e+01	1.055043e-01	8.304762e-01	2.520795e-04	1.674310e+02
29	7.075361e-06	4.346329e+01	1.059860e-01	1.100851e-01	1.180578e-04	1.638663e+02
30	2.531633e-06	5.491152e+01	1.043743e-01	2.025412e-01	1.027540e-04	1.631917e+02
31	6.147551e-06	4.608711e+01	1.057819e-01	7.957114e-03	1.369239e-04	1.638406e+02
32	2.530437e-06	5.570394e+01	1.020628e-01	1.919265e-01	9.599064e-05	1.629553e+02
33	2.492544e-06	5.255821e+01	1.054130e-01	3.405145e-01	1.335302e-04	1.639637e+02
