0 24 25
25 26 2
27 28 2
29 31 3
32 35 4
36 38 3 
39 42 4
43 46 4
47 51 5
52 56 5
57 62 6 
63 68 6
69 75 7
76 83 8
84 91 8
92 100 9 
101 110 10
111 121 11
122 134 13
135 147 13
148 162 15 
163 178 16
179 196 18
197 216 20
217 238 22
239 262 24 
263 288 26
289 317 29
318 349 32
350 384 35
385 422 38 
423 465 43
466 511 46
