       364.00000       3.3771450 -1 -1
      -343365.51       940.98240       0.0000000       365.28000
      -236227.07       647.04960       0.0000000       366.45000
       729.00000       3.3771450 -1 -1
      -294.59950       166.90750       0.0000000       1.7300000
       729.00000       3.3780460 -1 -1
      -294.59950       166.90750       0.0000000       2.2395800
       729.00000       3.3781370 -1 -1
      -523.87904       208.37090       0.0000000       3.3784700
      -214.67882       97.364200       0.0000000       4.7118100
       729.00000       3.3783750 -1 -1
      -524.55971       111.04130       0.0000000       6.0173600
       729.00000       3.3785230 -1 -1
      -253.96444       42.458700       0.0000000       6.9826400
       729.00000       3.3785650 -1 -1
       175.20236      -24.429600       0.0000000       9.0937500
       729.00000       3.3785100 -1 -1
       193.35144      -20.346300       0.0000000       11.496530
       729.00000       3.3784640 -1 -1
       244.51113      -20.535600       0.0000000       13.475690
       198.08179      -12.689600       0.0000000       16.461810
       729.00000       3.3784313 -1 -1
       239.52118      -15.335100       0.0000000       17.461810
       323.57023      -18.302100       0.0000000       18.413190
      -3002.9567       273.63695      -6.0392846       26.829860
      -5230.7169       359.23642      -6.1349466       31.822920
      -5953.9595       337.63538      -4.7419842       32.760420
      -6616.8838       391.51748      -5.7690337       36.829860
      -9490.2770       487.20384      -6.2487621       41.114580
      -12982.941       603.45871      -7.0101792       44.635420
      -11974.344       504.62185      -5.3021070       50.767360
      -21305.478       818.58135      -7.8659129       52.899310
      -16082.345       587.57923      -5.3655992       57.038190
      -17786.872       593.70295      -4.9490322       63.024310
      -19457.871       579.67486      -4.3057621       71.788190
      -33644.179       907.84642      -6.1244201       76.663190
      -35424.165       900.63877      -5.7275423       79.677080
      -45937.385       1117.5958      -6.7944639       85.619400
      -55108.621       1251.3622      -7.1057258       88.656250
      -58135.657       1292.8272      -7.1883080       91.628470
      -82309.813       1760.1334      -9.4089966       95.496530
      -84333.169       1728.7482      -8.8584739       98.940500
      -59103.661       1151.6994      -5.6034671       103.54272
      -40941.895       800.89223      -3.9094457       107.39770
      -63418.178       1159.1043      -5.2961715       111.79514
      -46325.764       806.38461      -3.5087132       117.53819
      -231064.88       3896.2143      -16.424454       117.80903
      -35288.322       579.29418      -2.3753837       121.55780
      -74131.046       1218.3766      -5.0041018       124.93403
      -54858.443       856.20790      -3.3399722       131.01740
      -68992.728       1031.7367      -3.8562994       136.88542
      -68871.975       983.03376      -3.5069502       143.53819
      -94904.780       1298.8251      -4.4434700       149.10069
      -99500.556       1306.8276      -4.2904132       155.71875
      -127855.33       1603.9516      -5.0291452       159.16431
      -109780.50       1376.8300      -4.3156635       162.82292
      -107469.71       1288.0962      -3.8578547       171.27431
      -121202.08       1388.1017      -3.9736218       178.07292
      -124606.93       1372.6987      -3.7797484       185.14236
      -125083.23       1324.1997      -3.5038981       193.03819
      -132247.02       1344.7770      -3.4182496       199.87847
      -194017.87       1915.9224      -4.7295632       205.28819
      -159396.97       1524.9876      -3.6467463       213.69792
      -161850.89       1480.8985      -3.3866964       222.98958
      -184950.72       1634.4375      -3.6106861       229.42014
      -175497.35       1505.0878      -3.2264820       237.00347
      -215487.76       1795.6160      -3.7403765       242.98264
      -174167.45       1408.5682      -2.8473365       251.68403
      -210092.65       1647.1082      -3.2279750       259.16319
      -197041.90       1492.7494      -2.8266778       268.69792
      -206553.63       1516.6094      -2.7837325       275.60764
      -197115.11       1407.8839      -2.5134956       284.73264
      -224015.63       1549.8980      -2.6804513       293.32986
      -214588.37       1445.3874      -2.4337261       300.83681
      -228324.15       1496.4714      -2.4517605       309.51736
      -243905.71       1556.9212      -2.4844189       316.80903
      -254840.92       1585.7215      -2.4663752       326.67014
      -282981.72       1711.0716      -2.5863915       334.54514
      -259990.90       1533.3933      -2.2607082       343.84375
      -344559.99       1978.3588      -2.8394985       352.97569
      -279429.53       1555.6781      -2.1647709       359.01904
      -280920.32       1563.9829      -2.1763369       365.85069
       1095.0000       3.3784313 -1 -1
      -27.954408       24.625094      -1.9197109       5.6295166
      -57.094974       34.977872      -2.8392195       11.496530
      -221.46645       16.634185       0.0000000       11.496530
      -532.08836       70.671693      -2.3501660       18.010420
      -1100.2818       100.24015      -2.2402532       26.531250
      -2020.8965       129.40554      -2.0316737       31.809692
      -1778.1206       114.14127      -1.7917425       37.565970
      -2938.9447       135.71003      -1.5433212       50.552080
      -5262.6497       187.41000      -1.6567374       62.559030
      -7231.6048       216.82950      -1.6239034       70.871530
      -10015.047       268.55638      -1.7996072       77.878470
      -12363.944       302.05639      -1.8424812       86.406250
      -13946.941       305.16958      -1.6664845       96.857640
      -19489.781       386.09531      -1.9111638       104.76042
      -20316.708       375.06022      -1.7304792       112.54514
      -23302.767       401.30233      -1.7279026       119.33681
      -24839.496       400.23473      -1.6110497       128.82292
      -31264.703       473.16519      -1.7900100       135.92014
      -33882.723       484.86601      -1.7343845       143.23958
      -50846.610       694.90424      -2.3739289       149.60069
      -40159.172       518.49711      -1.6722785       160.40625
      -36628.133       440.94328      -1.3260282       172.14236
      -47632.736       541.97587      -1.5415780       179.87847
      -59197.135       643.73392      -1.7498741       187.73958
      -53119.079       552.16196      -1.4345595       197.03125
      -54457.918       538.93000      -1.3329156       207.26042
      -54609.031       513.56610      -1.2070208       214.23022
      -44875.965       422.70062     -0.99494647       218.83681
      -48541.898       429.38234     -0.94892959       222.57764
      -75490.687       671.53415      -1.4929012       227.69373
      -34641.871       312.72922     -0.70498984       230.91319
      -66276.066       559.89923      -1.1821127       242.73264
      -66845.403       537.76820      -1.0812752       250.58179
      -47799.539       385.75504     -0.77795472       255.05208
      -70586.500       537.61772      -1.0230823       261.08337
      -53051.880       403.29573     -0.76584263       267.00732
      -81784.819       618.51783      -1.1688692       271.83681
      -77253.610       558.35802      -1.0088800       281.57292
      -89618.047       619.35999      -1.0695746       290.43384
      -82801.580       572.42009     -0.98876460       297.60764
      -98721.943       652.58694      -1.0783872       307.66319
      -91645.519       579.76374     -0.91644831       318.16870
      -88312.182       558.81048     -0.88352040       325.98958
      -102623.13       613.08288     -0.91533858       330.55518
      -132073.20       791.26842      -1.1848632       340.51042
      -125793.71       727.56348      -1.0519348       351.73958
      -160617.22       898.74877      -1.2571480       360.60095
      -120470.53       676.08329     -0.94840577       362.71875
       1460.0000       3.3784313 -1 -1
       9.5451802       10.434014     -0.97802889       3.0832520
       9.9296543       10.184619     -0.93758537       13.371530
      -374.19114       40.816059      -1.0800279       20.541870
      -248.54916       28.583289     -0.78227581       24.447920
      -962.00803       60.126808     -0.87883675       33.012207
      -885.68123       55.502652     -0.80879969       44.385420
      -1984.2807       78.183281     -0.76214629       58.607640
      -3386.3352       105.91216     -0.82708932       69.968750
      -4241.4044       110.23706     -0.71424127       76.512939
      -4744.2266       123.38051     -0.80013167       83.663190
      -5665.5999       125.28972     -0.69131822       91.928345
      -7099.7111       156.49035     -0.86101905       96.795140
      -32811.712       667.64015      -3.3974751       97.977417
      -5410.0261       108.29317     -0.54300617       103.39236
      -13270.528       233.52296      -1.0189006       106.48958
      -10142.999       181.48980     -0.80607401       122.94792
      -6246.3938       91.281443     -0.33013894       125.78381
