  0.0000E+00  0.2653E-02  0.1799E+02  0.4243E+01  0.1799E+02  0.1799E+02  0.3995E+01
  0.1000E+01  0.2048E-01  0.1389E+03  0.1100E+02  0.1209E+03  0.1344E+02  0.1198E+02
  0.2000E+01  0.5954E-01  0.4038E+03  0.1628E+02  0.2649E+03  0.1059E+02  0.1997E+02
  0.3000E+01  0.1102E+00  0.7476E+03  0.1855E+02  0.3438E+03  0.7016E+01  0.2797E+02
  0.4000E+01  0.1786E+00  0.1211E+04  0.2154E+02  0.4637E+03  0.5725E+01  0.3595E+02
  0.5000E+01  0.2540E+00  0.1723E+04  0.2263E+02  0.5117E+03  0.4229E+01  0.4394E+02
  0.6000E+01  0.3186E+00  0.2161E+04  0.2093E+02  0.4376E+03  0.2589E+01  0.5193E+02
  0.7000E+01  0.3894E+00  0.2641E+04  0.2193E+02  0.4805E+03  0.2136E+01  0.5992E+02
  0.8000E+01  0.4539E+00  0.3079E+04  0.2093E+02  0.4375E+03  0.1514E+01  0.6792E+02
  0.9000E+01  0.5078E+00  0.3444E+04  0.1913E+02  0.3654E+03  0.1012E+01  0.7590E+02
  0.1000E+02  0.5628E+00  0.3817E+04  0.1934E+02  0.3733E+03  0.8465E+00  0.8389E+02
  0.1100E+02  0.6073E+00  0.4119E+04  0.1738E+02  0.3013E+03  0.5695E+00  0.9188E+02
  0.1200E+02  0.6419E+00  0.4354E+04  0.1536E+02  0.2352E+03  0.3763E+00  0.9988E+02
  0.1300E+02  0.6751E+00  0.4579E+04  0.1503E+02  0.2251E+03  0.3088E+00  0.1079E+03
  0.1400E+02  0.7014E+00  0.4757E+04  0.1338E+02  0.1781E+03  0.2117E+00  0.1159E+03
  0.1500E+02  0.7228E+00  0.4902E+04  0.1208E+02  0.1450E+03  0.1509E+00  0.1238E+03
  0.1600E+02  0.7496E+00  0.5084E+04  0.1353E+02  0.1819E+03  0.1670E+00  0.1318E+03
  0.1700E+02  0.7665E+00  0.5199E+04  0.1077E+02  0.1148E+03  0.9375E-01  0.1398E+03
  0.1800E+02  0.7814E+00  0.5299E+04  0.1010E+02  0.1008E+03  0.7362E-01  0.1478E+03
  0.1900E+02  0.7946E+00  0.5389E+04  0.9539E+01  0.8971E+02  0.5898E-01  0.1558E+03
  0.2000E+02  0.8039E+00  0.5452E+04  0.8000E+01  0.6265E+02  0.3727E-01  0.1638E+03
  0.2100E+02  0.8132E+00  0.5515E+04  0.8062E+01  0.6358E+02  0.3438E-01  0.1718E+03
  0.2200E+02  0.8204E+00  0.5564E+04  0.7071E+01  0.4851E+02  0.2396E-01  0.1798E+03
  0.2300E+02  0.8260E+00  0.5602E+04  0.6325E+01  0.3844E+02  0.1740E-01  0.1878E+03
  0.2400E+02  0.8305E+00  0.5633E+04  0.5657E+01  0.3037E+02  0.1265E-01  0.1958E+03
  0.2500E+02  0.8362E+00  0.5671E+04  0.6325E+01  0.3831E+02  0.1473E-01  0.2037E+03
  0.2600E+02  0.8417E+00  0.5708E+04  0.6245E+01  0.3724E+02  0.1326E-01  0.2117E+03
  0.2700E+02  0.8466E+00  0.5741E+04  0.5916E+01  0.3317E+02  0.1097E-01  0.2197E+03
  0.2800E+02  0.8507E+00  0.5769E+04  0.5477E+01  0.2810E+02  0.8650E-02  0.2277E+03
  0.2900E+02  0.8531E+00  0.5786E+04  0.4243E+01  0.1604E+02  0.4607E-02  0.2357E+03
  0.3000E+02  0.8554E+00  0.5801E+04  0.4243E+01  0.1597E+02  0.4291E-02  0.2437E+03
  0.3100E+02  0.8584E+00  0.5821E+04  0.4690E+01  0.1990E+02  0.5014E-02  0.2517E+03
  0.3200E+02  0.8614E+00  0.5842E+04  0.4796E+01  0.2083E+02  0.4931E-02  0.2597E+03
  0.3300E+02  0.8636E+00  0.5857E+04  0.4123E+01  0.1476E+02  0.3289E-02  0.2677E+03
  0.3400E+02  0.8653E+00  0.5869E+04  0.3742E+01  0.1170E+02  0.2457E-02  0.2757E+03
  0.3500E+02  0.8670E+00  0.5880E+04  0.3742E+01  0.1163E+02  0.2307E-02  0.2836E+03
  0.3600E+02  0.8696E+00  0.5898E+04  0.4472E+01  0.1756E+02  0.3295E-02  0.2916E+03
  0.3700E+02  0.8719E+00  0.5913E+04  0.4243E+01  0.1549E+02  0.2754E-02  0.2996E+03
  0.3800E+02  0.8733E+00  0.5923E+04  0.3464E+01  0.9426E+01  0.1590E-02  0.3076E+03
  0.3900E+02  0.8756E+00  0.5938E+04  0.4243E+01  0.1536E+02  0.2461E-02  0.3156E+03
  0.4000E+02  0.8772E+00  0.5949E+04  0.3742E+01  0.1129E+02  0.1721E-02  0.3236E+03
  0.4100E+02  0.8782E+00  0.5956E+04  0.3000E+01  0.6223E+01  0.9033E-03  0.3316E+03
  0.4200E+02  0.8801E+00  0.5969E+04  0.4000E+01  0.1316E+02  0.1821E-02  0.3396E+03
  0.4300E+02  0.8816E+00  0.5979E+04  0.3606E+01  0.1009E+02  0.1333E-02  0.3476E+03
  0.4400E+02  0.8831E+00  0.5989E+04  0.3606E+01  0.1002E+02  0.1265E-02  0.3556E+03
  0.4500E+02  0.8841E+00  0.5996E+04  0.3162E+01  0.6952E+01  0.8395E-03  0.3635E+03
  0.4600E+02  0.8857E+00  0.6007E+04  0.3742E+01  0.1088E+02  0.1258E-02  0.3715E+03
  0.4700E+02  0.8870E+00  0.6016E+04  0.3464E+01  0.8816E+01  0.9769E-03  0.3795E+03
  0.4800E+02  0.8884E+00  0.6025E+04  0.3606E+01  0.9749E+01  0.1036E-02  0.3875E+03
  0.4900E+02  0.8896E+00  0.6033E+04  0.3317E+01  0.7681E+01  0.7837E-03  0.3955E+03
  0.5000E+02  0.8907E+00  0.6041E+04  0.3317E+01  0.7613E+01  0.7463E-03  0.4035E+03
  0.5100E+02  0.8909E+00  0.6042E+04  0.2236E+01  0.1545E+01  0.1457E-03  0.4115E+03
  0.5200E+02  0.8917E+00  0.6048E+04  0.3000E+01  0.5478E+01  0.4968E-03  0.4195E+03
