 0.0000E+00 0.8771E-02
 0.1000E+01 0.2589E-01
 0.2000E+01 0.6653E-01
 0.3000E+01 0.1054E+00
 0.4000E+01 0.1541E+00
 0.5000E+01 0.2054E+00
 0.6000E+01 0.2696E+00
 0.7000E+01 0.3358E+00
 0.8000E+01 0.3891E+00
 0.9000E+01 0.4476E+00
 0.1000E+02 0.5056E+00
 0.1100E+02 0.5520E+00
 0.1200E+02 0.6083E+00
 0.1300E+02 0.6476E+00
 0.1400E+02 0.6921E+00
 0.1500E+02 0.7271E+00
 0.1600E+02 0.7577E+00
 0.1700E+02 0.7857E+00
 0.1800E+02 0.8081E+00
 0.1900E+02 0.8329E+00
 0.2000E+02 0.8531E+00
 0.2100E+02 0.8697E+00
 0.2200E+02 0.8830E+00
 0.2300E+02 0.8945E+00
 0.2400E+02 0.9066E+00
 0.2500E+02 0.9156E+00
 0.2600E+02 0.9236E+00
 0.2700E+02 0.9309E+00
 0.2800E+02 0.9367E+00
 0.2900E+02 0.9421E+00
 0.3000E+02 0.9473E+00
 0.3100E+02 0.9516E+00
 0.3200E+02 0.9555E+00
 0.3300E+02 0.9587E+00
 0.3400E+02 0.9619E+00
 0.3500E+02 0.9645E+00
 0.3600E+02 0.9673E+00
 0.3700E+02 0.9698E+00
 0.3800E+02 0.9719E+00
 0.3900E+02 0.9736E+00
 0.4000E+02 0.9751E+00
 0.4100E+02 0.9767E+00
 0.4200E+02 0.9784E+00
 0.4300E+02 0.9797E+00
 0.4400E+02 0.9809E+00
 0.4500E+02 0.9821E+00
 0.4600E+02 0.9833E+00
 0.4700E+02 0.9842E+00
 0.4800E+02 0.9852E+00
 0.4900E+02 0.9862E+00
 0.5000E+02 0.9871E+00
 0.5100E+02 0.9880E+00
 0.5200E+02 0.9889E+00
 0.5300E+02 0.9897E+00
 0.5400E+02 0.9903E+00
 0.5500E+02 0.9909E+00
 0.5600E+02 0.9915E+00
 0.5700E+02 0.9921E+00
 0.5800E+02 0.9927E+00
 0.5900E+02 0.9932E+00
 0.6000E+02 0.9938E+00
 0.6100E+02 0.9944E+00
 0.6200E+02 0.9950E+00
 0.6300E+02 0.9954E+00
 0.6400E+02 0.9958E+00
 0.6500E+02 0.9963E+00
 0.6600E+02 0.9967E+00
 0.6700E+02 0.9972E+00
 0.6800E+02 0.9975E+00
 0.6900E+02 0.9978E+00
 0.7000E+02 0.9981E+00
 0.7100E+02 0.9984E+00
 0.7200E+02 0.9987E+00
 0.7300E+02 0.9990E+00
 0.7400E+02 0.9993E+00
 0.7500E+02 0.9995E+00
 0.7600E+02 0.9997E+00
 0.7700E+02 0.1000E+01
 0.7800E+02 0.1000E+01
 0.7900E+02 0.1000E+01
 0.8000E+02 0.1001E+01
 0.8100E+02 0.1001E+01
 0.8200E+02 0.1001E+01
 0.8300E+02 0.1001E+01
 0.8400E+02 0.1001E+01
 0.8500E+02 0.1001E+01
 0.8600E+02 0.1002E+01
 0.8700E+02 0.1002E+01
 0.8800E+02 0.1002E+01
 0.8900E+02 0.1002E+01
 0.9000E+02 0.1002E+01
 0.9100E+02 0.1002E+01
 0.9200E+02 0.1002E+01
 0.9300E+02 0.1002E+01
 0.9400E+02 0.1003E+01
 0.9500E+02 0.1003E+01
 0.9600E+02 0.1003E+01
 0.9700E+02 0.1003E+01
 0.9800E+02 0.1003E+01
 0.9900E+02 0.1003E+01
 0.1000E+03 0.1003E+01
 0.1010E+03 0.1003E+01
 0.1020E+03 0.1003E+01
 0.1030E+03 0.1003E+01
 0.1040E+03 0.1003E+01
 0.1050E+03 0.1003E+01
 0.1060E+03 0.1003E+01
 0.1070E+03 0.1003E+01
 0.1080E+03 0.1003E+01
 0.1090E+03 0.1003E+01
 0.1100E+03 0.1003E+01
 0.1110E+03 0.1003E+01
 0.1120E+03 0.1003E+01
 0.1130E+03 0.1003E+01
