2445930.5  0.834767085 -0.518130205 -0.224808504  0.009471842  0.012936246  0.005608742
2445931.5  0.844120106 -0.505118976 -0.219167279  0.009233699  0.013085646  0.005673466
2445932.5  0.853233485 -0.491960059 -0.213462059  0.008992561  0.013231608  0.005736729
2445933.5  0.862104233 -0.478656933 -0.207694319  0.008748438  0.013374052  0.005798499
2445934.5  0.870729368 -0.465213159 -0.201865571  0.008501336  0.013512885  0.005858739
2445935.5  0.879105918 -0.451632402 -0.195977367  0.008251272  0.013647999  0.005917402
2445936.5  0.887230935 -0.437918442 -0.190031310  0.007998276  0.013779268  0.005974434
2445937.5  0.895101510 -0.424075195 -0.184029066  0.007742402  0.013906548  0.006029766
2445938.5  0.902714811 -0.410106725 -0.177972368  0.007483747  0.014029690  0.006083327
2445939.5  0.910068122 -0.396017242 -0.171863026  0.007222450  0.014148551  0.006135044
2445940.5  0.917158891 -0.381811089 -0.165702917  0.006958696  0.014263017  0.006184851
2445941.5  0.923984766 -0.367492698 -0.159493974  0.006692698  0.014373016  0.006232706
2445942.5  0.930543612 -0.353066552 -0.153238164  0.006424672  0.014478528  0.006278586
2445943.5  0.936833501 -0.338537131 -0.146937461  0.006154817  0.014579574  0.006322492
2445944.5  0.942852691 -0.323908877 -0.140593833  0.005883298  0.014676202  0.006364441
2445945.5  0.948599587 -0.309186178 -0.134209222  0.005610247  0.014768476  0.006404461
2445946.5  0.954072706 -0.294373357 -0.127785544  0.005335759  0.014856455  0.006442580
2445947.5  0.959270651 -0.279474681 -0.121324686  0.005059908  0.014940195  0.006478827
2445948.5  0.964192087 -0.264494367 -0.114828507  0.004782749  0.015019737  0.006513225
2445949.5  0.968835728 -0.249436595 -0.108298845  0.004504326  0.015095116  0.006545795
2445950.5  0.973200329 -0.234305516 -0.101737521  0.004224673  0.015166353  0.006576553
2445951.5  0.977284674 -0.219105265 -0.095146340  0.003943821  0.015233462  0.006605511
2445952.5  0.981087579 -0.203839966 -0.088527097  0.003661795  0.015296449  0.006632677
2445953.5  0.984607881 -0.188513742 -0.081881581  0.003378620  0.015355311  0.006658057
2445954.5  0.987844442 -0.173130724 -0.075211578  0.003094316  0.015410036  0.006681651
2445955.5  0.990796145 -0.157695055 -0.068518875  0.002808907  0.015460606  0.006703456
2445956.5  0.993461895 -0.142210905 -0.061805264  0.002522415  0.015506996  0.006723467
2445957.5  0.995840621 -0.126682468 -0.055072542  0.002234864  0.015549173  0.006741673
2445958.5  0.997931278 -0.111113977 -0.048322523  0.001946281  0.015587098  0.006758062
2445959.5  0.999732850 -0.095509705 -0.041557030  0.001656697  0.015620727  0.006772616
2445960.5  1.001244349 -0.079873973 -0.034777908  0.001366143  0.015650008  0.006785318
2445961.5  1.002464823 -0.064211158 -0.027987021  0.001074652  0.015674882  0.006796141
2445962.5  1.003393354 -0.048525702 -0.021186261  0.000782265  0.015695279  0.006805057
2445963.5  1.004029070 -0.032822120 -0.014377554  0.000489029  0.015711116  0.006812030
2445964.5  1.004371151 -0.017105021 -0.007562863  0.000195008  0.015722299  0.006817015
2445965.5  1.004418853 -0.001379111 -0.000744203 -0.000099711  0.015728717  0.006819959
2445966.5  1.004171537  0.014350788  0.006076356 -0.000395004  0.015730260  0.006820805
2445967.5  1.003628709  0.030079750  0.012896689 -0.000690702  0.015726826  0.006819496
2445968.5  1.002790066  0.045802756  0.019714615 -0.000986598  0.015718341  0.006815986
2445969.5  1.001655527  0.061514739  0.026527918 -0.001282455  0.015704779  0.006810249
2445970.5  1.000225247  0.077210629  0.033334371 -0.001578039  0.015686165  0.006802286
2445971.5  0.998499611  0.092885408  0.040131755 -0.001873137  0.015662571  0.006792119
2445972.5  0.996479193  0.108534144  0.046917888 -0.002167577  0.015634096  0.006779791
2445973.5  0.994164719  0.124152009  0.053690632 -0.002461231  0.015600849  0.006765350
2445974.5  0.991557023  0.139734284  0.060447901 -0.002754009  0.015562931  0.006748847
2445975.5  0.988657014  0.155276344  0.067187654 -0.003045848  0.015520432  0.006730326
2445976.5  0.985465657  0.170773645  0.073907894 -0.003336698  0.015473422  0.006709826
2445977.5  0.981983960  0.186221705  0.080606657 -0.003626520  0.015421961  0.006687379
2445978.5  0.978212972  0.201616098  0.087282011 -0.003915276  0.015366094  0.006663011
2445979.5  0.974153775  0.216952438  0.093932047 -0.004202932  0.015305861  0.006636746
2445980.5  0.969807487  0.232226375  0.100554878 -0.004489453  0.015241292  0.006608603
2445981.5  0.965175258  0.247433585  0.107148633 -0.004774807  0.015172413  0.006578599
2445982.5  0.960258271  0.262569770  0.113711460 -0.005058964  0.015099243  0.006546747
2445983.5  0.955057739  0.277630645  0.120241515 -0.005341893  0.015021795  0.006513058
2445984.5  0.949574905  0.292611936  0.126736966 -0.005623563  0.014940075  0.006477539
2445985.5  0.943811042  0.307509371  0.133195984 -0.005903945  0.014854082  0.006440194
2445986.5  0.937767455  0.322318672  0.139616744 -0.006183006  0.014763806  0.006401021
2445987.5  0.931445483  0.337035551  0.145997415 -0.006460708  0.014669232  0.006360016
2445988.5  0.924846506  0.351655696  0.152336162 -0.006737010  0.014570336  0.006317170
