 0.0000E+00 0.2241E-01
 0.1000E+01 0.1694E+00
 0.2000E+01 0.3468E+00
 0.3000E+01 0.4931E+00
 0.4000E+01 0.6007E+00
 0.5000E+01 0.6853E+00
 0.6000E+01 0.7366E+00
 0.7000E+01 0.7725E+00
 0.8000E+01 0.7929E+00
 0.9000E+01 0.8077E+00
 0.1000E+02 0.8203E+00
 0.1100E+02 0.8288E+00
 0.1200E+02 0.8404E+00
 0.1300E+02 0.8516E+00
 0.1400E+02 0.8601E+00
 0.1500E+02 0.8685E+00
 0.1600E+02 0.8738E+00
 0.1700E+02 0.8794E+00
 0.1800E+02 0.8877E+00
 0.1900E+02 0.8951E+00
 0.2000E+02 0.9003E+00
 0.2100E+02 0.9074E+00
 0.2200E+02 0.9120E+00
 0.2300E+02 0.9184E+00
 0.2400E+02 0.9232E+00
 0.2500E+02 0.9267E+00
 0.2600E+02 0.9303E+00
 0.2700E+02 0.9344E+00
 0.2800E+02 0.9376E+00
 0.2900E+02 0.9436E+00
 0.3000E+02 0.9480E+00
 0.3100E+02 0.9511E+00
 0.3200E+02 0.9545E+00
 0.3300E+02 0.9604E+00
 0.3400E+02 0.9650E+00
 0.3500E+02 0.9684E+00
 0.3600E+02 0.9711E+00
 0.3700E+02 0.9732E+00
 0.3800E+02 0.9765E+00
 0.3900E+02 0.9807E+00
 0.4000E+02 0.9830E+00
 0.4100E+02 0.9847E+00
 0.4200E+02 0.9864E+00
 0.4300E+02 0.9883E+00
 0.4400E+02 0.9899E+00
 0.4500E+02 0.9916E+00
 0.4600E+02 0.9931E+00
 0.4700E+02 0.9935E+00
 0.4800E+02 0.9947E+00
 0.4900E+02 0.9959E+00
 0.5000E+02 0.9965E+00
 0.5100E+02 0.9967E+00
 0.5200E+02 0.9970E+00
 0.5300E+02 0.9990E+00
 0.5400E+02 0.9989E+00
 0.5500E+02 0.1000E+01
